shape,name,lng,lat
"117.24447,32.008925_117.247988,32.009644_117.248029,32.009648_117.248051,32.009647_117.248074,32.009644_117.248099,32.009632_117.248133,32.009614_117.248157,32.009591_117.248173,32.009568_117.248185,32.009539_117.248429,32.008732_117.248648,32.007932_117.249178,32.006038_117.249176,32.006009_117.249165,32.005988_117.249146,32.005959_117.24911,32.005935_117.249071,32.005925_117.24904,32.005919_117.24883,32.005884_117.24837,32.005823_117.248081,32.005788_117.24771,32.00572_117.246948,32.005584_117.246062,32.005372_117.245398,32.005243_117.245358,32.005244_117.245336,32.005249_117.24531,32.005258_117.245291,32.005275_117.245283,32.005294_117.245233,32.005455_117.245075,32.005968_117.244892,32.006584_117.244677,32.007377_117.244467,32.008148_117.244301,32.008733_117.244294,32.008766_117.244292,32.008792_117.244296,32.008814_117.244302,32.00883_117.244325,32.008857_117.244359,32.008886_117.244386,32.008899_117.244422,32.008915_117.24447,32.008925",裕徽苑,117.246727,32.007446
"117.334049,31.846881_117.335008,31.846513_117.335194,31.846895_117.334234,31.847245_117.334049,31.846881",裕昌新村,117.334624,31.846882
"117.877508,31.583916_117.878205,31.584071_117.878661,31.584226_117.879364,31.584555_117.880045,31.584971_117.880565,31.585314_117.879889,31.586561_117.879825,31.586607_117.879723,31.586607_117.87718,31.585922_117.877052,31.585716_117.877068,31.585606_117.877674,31.585716_117.878076,31.584487_117.878076,31.584446_117.877373,31.584318_117.877438,31.583979_117.877508,31.583916",裕溪河畔南区,117.878881,31.585375
"117.252892,31.849678_117.252866,31.849635_117.252899,31.849202_117.252929,31.849176_117.252991,31.84917_117.253457,31.849194_117.253535,31.849214_117.253585,31.849268_117.253606,31.849329_117.253617,31.849483_117.25361,31.849659_117.253581,31.849689_117.253542,31.849703_117.252892,31.849678",西园新村实验幼儿园,117.25318,31.849554
"117.256263,31.850431_117.256392,31.850128_117.25645,31.850121_117.25677,31.850209_117.256833,31.850218_117.25691,31.850198_117.256947,31.849898_117.25699,31.849821_117.25703,31.849775_117.257132,31.84978_117.257579,31.849794_117.257739,31.849803_117.257827,31.849823_117.257831,31.849892_117.257807,31.850293_117.257776,31.850306_117.257607,31.850313_117.257537,31.850331_117.257462,31.850356_117.257363,31.850354_117.257216,31.850399_117.257159,31.850433_117.256971,31.850449_117.256974,31.850481_117.256894,31.850495_117.256778,31.850509_117.256737,31.850476_117.256615,31.850495_117.256501,31.850504_117.256379,31.850511_117.256274,31.850486_117.256263,31.850431",合肥市西园新村小学北校西园校区,117.25714,31.850157
"117.217483,31.824194_117.217497,31.823546_117.21859,31.823572_117.218552,31.824627_117.217618,31.824646_117.217514,31.824498_117.217483,31.824194",合肥市西园新村小学南校汇林校区,117.218033,31.82409
"117.175407,31.856417_117.176249,31.856423_117.176272,31.856418_117.17629,31.85641_117.176303,31.856396_117.176311,31.856377_117.17632,31.855316_117.176341,31.853903_117.176338,31.853878_117.176329,31.853858_117.176317,31.853845_117.176295,31.853839_117.176269,31.853835_117.173789,31.853789_117.173746,31.853795_117.173711,31.853803_117.17368,31.853824_117.173653,31.853843_117.173634,31.853867_117.173623,31.853895_117.173313,31.855659_117.173173,31.856664_117.173178,31.856678_117.173195,31.856691_117.173216,31.856697_117.173245,31.856697_117.173269,31.856695_117.174086,31.85652_117.175407,31.856417",西城山水居,117.17483,31.855188
"117.31199,31.848777_117.311931,31.848758_117.311256,31.848915_117.310686,31.849101_117.310175,31.849351_117.310535,31.85003_117.312201,31.849508_117.312236,31.849434_117.31199,31.848777",银马公寓,117.311227,31.849378
"117.255053,31.829842_117.255051,31.829907_117.256048,31.829928_117.256404,31.82991_117.256887,31.829856_117.257385,31.829804_117.257358,31.829137_117.257323,31.828364_117.25555,31.82838_117.254605,31.828387_117.254519,31.828483_117.254533,31.829847_117.255053,31.829842",西湖国际广场,117.255942,31.829133
"117.226392,31.840545_117.226421,31.839485_117.227438,31.839503_117.227419,31.839993_117.228811,31.840062_117.228899,31.840139_117.228924,31.840203_117.2296,31.840248_117.229591,31.840303_117.22972,31.84031_117.229709,31.840638_117.226392,31.840545",西环中心广场南区,117.227714,31.840191
"117.228101,31.841658_117.228122,31.841111_117.228149,31.841054_117.228181,31.841026_117.228224,31.841022_117.230858,31.841031_117.230856,31.841701_117.228101,31.841658",西环中心广场北区,117.229498,31.841354
"117.859501,31.595855_117.85928,31.595941_117.859427,31.596286_117.859421,31.596359_117.858482,31.596265_117.858496,31.597523_117.85827,31.597957_117.858196,31.598135_117.858163,31.59848_117.858153,31.59893_117.858757,31.598882_117.858739,31.59863_117.859124,31.598627_117.859159,31.598374_117.859179,31.598023_117.859381,31.597834_117.859694,31.597742_117.859964,31.597351_117.86014,31.597164_117.859501,31.595855",西苑小区(环城路),117.859098,31.597208
"117.063027,31.84816_117.063036,31.847201_117.063249,31.847174_117.063624,31.847142_117.063815,31.847151_117.063962,31.847176_117.06422,31.84726_117.064897,31.847549_117.064892,31.847621_117.065702,31.847926_117.065825,31.848968_117.06676,31.848979_117.066756,31.849407_117.06333,31.849362_117.063332,31.848293_117.06328,31.84829_117.063277,31.848169_117.063027,31.84816",西城西苑,117.064525,31.848422
"116.854292,31.794327_116.854726,31.793668_116.855257,31.794021_116.855158,31.794204_116.855689,31.794441_116.855469,31.794853_116.854292,31.794327",西苑新村,116.855339,31.794630
"117.156478,32.482417_117.156492,32.481763_117.156607,32.481335_117.156666,32.480271_117.156204,32.480206_117.155834,32.480079_117.153279,32.480109_117.152962,32.483178_117.156478,32.482417",西苑新村(长寿路),117.154757,32.481468
"117.861081,31.596316_117.860153,31.595978_117.859813,31.595906_117.859903,31.596321_117.860159,31.596917_117.8604,31.597231_117.861081,31.596316",西苑广场小区,117.860389,31.596485
"117.861125,31.598607_117.861158,31.598626_117.861191,31.598633_117.861246,31.598619_117.861298,31.598595_117.861395,31.598531_117.861578,31.598382_117.862062,31.597935_117.861967,31.597842_117.861851,31.597767_117.861718,31.597711_117.861584,31.597675_117.861419,31.597669_117.861256,31.597686_117.860941,31.597762_117.860902,31.597789_117.860898,31.597826_117.861016,31.598176_117.861047,31.598361_117.861056,31.59854_117.861125,31.598607",西苑广场,117.861406,31.59807
"117.249254,31.862106_117.250353,31.86169_117.250363,31.861249_117.249999,31.861251_117.249705,31.8612_117.249597,31.861222_117.249541,31.861296_117.249495,31.861355_117.248883,31.861743_117.249254,31.862106",合肥西苑中学,117.249683,31.861622
"117.269658,31.744229_117.269688,31.745262_117.269691,31.74528_117.269693,31.745294_117.2697,31.745301_117.269711,31.745302_117.270267,31.745296_117.27147,31.745285_117.271481,31.745281_117.271493,31.745274_117.271497,31.745262_117.271508,31.74506_117.271496,31.74474_117.271497,31.744077_117.27149,31.74341_117.27148,31.742877_117.271472,31.742253_117.271481,31.741627_117.271478,31.741186_117.271478,31.741172_117.271476,31.741164_117.27147,31.741156_117.271458,31.741152_117.269747,31.741146_117.26973,31.741149_117.269717,31.741156_117.269708,31.741166_117.269703,31.741175_117.269689,31.741369_117.269673,31.741868_117.269669,31.742468_117.269676,31.743192_117.269658,31.744229",观澜华庭,117.27058,31.743229
"117.001149,31.724062_116.999985,31.723327_116.999476,31.723054_116.999084,31.722972_116.998558,31.723086_116.997571,31.723843_116.996381,31.724751_116.997019,31.725244_116.999234,31.726813_116.99961,31.726444_117.000425,31.726161_117.000876,31.727288_117.000924,31.727635_117.000516,31.728264_117.000436,31.728593_117.000538,31.728753_117.000806,31.728885_117.002818,31.729067_117.003676,31.728748_117.003725,31.72872_117.00377,31.728673_117.003799,31.728603_117.003794,31.728534_117.003746,31.728383_117.003601,31.728077_117.003617,31.727836_117.004121,31.726982_117.004438,31.726458_117.004508,31.726229_117.004357,31.725997_117.001149,31.724062",观澜天下,117.000813,31.725926
"117.294502,31.832234_117.294526,31.83323_117.295288,31.833244_117.295253,31.832238_117.294502,31.832234",警民小区(太湖路),117.294893,31.832738
"117.26381,31.874317_117.264191,31.874288_117.264097,31.873235_117.264039,31.873191_117.261762,31.873375_117.261706,31.873464_117.261885,31.874759_117.263832,31.874711_117.26381,31.874317",警祥苑,117.262944,31.873979
"117.295189,31.825549_117.294827,31.825675_117.29508,31.826132_117.295365,31.826544_117.296317,31.826227_117.295706,31.825676_117.295285,31.825698_117.295189,31.825549",警苑小区(交通路),117.295517,31.826042
"117.318905,31.869669_117.319386,31.869621_117.32008,31.86953_117.320359,31.869672_117.320708,31.869872_117.320925,31.869954_117.320984,31.870346_117.32096,31.870364_117.319069,31.870346_117.318991,31.87033_117.318908,31.870277_117.318905,31.869669",豪世优庭,117.319873,31.870001
"117.318092,31.868843_117.317128,31.868843_117.317082,31.869045_117.317052,31.869229_117.31749,31.86938_117.318101,31.86956_117.318118,31.869542_117.318092,31.868843",豪世优庭2期,117.317643,31.869136
"117.301645,31.851999_117.302005,31.851968_117.302098,31.851919_117.302271,31.851918_117.302742,31.85204_117.302681,31.852672_117.302846,31.852766_117.302709,31.853141_117.302598,31.853142_117.302274,31.853059_117.301969,31.853036_117.301664,31.853046_117.301645,31.851999",贵都花园(马鞍山路),117.302206,31.852524
"117.225002,31.855044_117.224817,31.854643_117.225709,31.854366_117.225769,31.854542_117.225284,31.854731_117.225311,31.854831_117.225362,31.854821_117.225447,31.854883_117.225448,31.854964_117.225295,31.855361_117.225127,31.855587_117.225051,31.85593_117.224855,31.855971_117.224514,31.855192_117.225002,31.855044",越秀苑(长江西路辅路),117.225074,31.855137
"117.225557,31.897125_117.226399,31.897693_117.225793,31.898341_117.224943,31.897791_117.225557,31.897125",合肥市跃进小学,117.225672,31.897736
"117.229493,31.899036_117.229375,31.899155_117.229482,31.899219_117.229585,31.899098_117.229493,31.899036",快乐宝贝幼儿园(跃进街),117.229470,31.899166
"117.304031,31.858262_117.304291,31.858321_117.304399,31.858336_117.304843,31.858353_117.304863,31.858338_117.304872,31.857946_117.30414,31.857909_117.304112,31.857915_117.304092,31.858052_117.30402,31.858041_117.303996,31.858226_117.303996,31.858249_117.304031,31.858262",路港大院,117.304461,31.858131
"117.231044,31.840003_117.230714,31.83999_117.230723,31.839429_117.230983,31.839432_117.230978,31.83913_117.23032,31.83911_117.230166,31.8391_117.229595,31.839085_117.229591,31.840223_117.231032,31.840236_117.231044,31.840003",路缘小区,117.230231,31.839668
"117.268911,31.884954_117.268903,31.884483_117.267998,31.884489_117.268035,31.886317_117.268888,31.886337_117.268911,31.884954",路苑小区(界首路),117.26846,31.885396
"117.164524,31.809365_117.16459,31.809381_117.164323,31.810297_117.165664,31.81058_117.166227,31.808506_117.164867,31.808221_117.164524,31.809365",合肥昌河车城小区,117.165269,31.809394
"117.159229,31.809371_117.161007,31.809692_117.162729,31.809974_117.162776,31.809606_117.162232,31.809516_117.162258,31.809433_117.16217,31.809368_117.162205,31.809144_117.161561,31.809025_117.161751,31.808124_117.161643,31.808028_117.161039,31.807911_117.161137,31.807623_117.159012,31.807072_117.158857,31.807653_117.159691,31.808086_117.159145,31.809313_117.159229,31.809371",合肥昌河车城小区西区,117.160588,31.808617
"117.253708,31.832389_117.254061,31.83241_117.254908,31.832418_117.254905,31.831654_117.25491,31.831327_117.254907,31.83126_117.25439,31.831255_117.253706,31.831231_117.25371,31.830939_117.253253,31.830929_117.253246,31.831219_117.252631,31.831198_117.252534,31.831601_117.252478,31.831923_117.253208,31.831918_117.253178,31.832377_117.253708,31.832389",轴承新村(望江西路),117.25381,31.83174
"117.252268,31.824983_117.252624,31.824291_117.25387,31.824241_117.253821,31.825104_117.2524,31.825074_117.252268,31.824983",轴承新村(合作化南路),117.253148,31.824692
"117.281433,31.838807_117.281476,31.837747_117.282085,31.837786_117.282066,31.838827_117.281433,31.838807",轻工小区(桐城南路),117.281519,31.838109
"117.239173,31.85079_117.239178,31.850306_117.239511,31.850308_117.239498,31.849805_117.238362,31.849812_117.238363,31.850161_117.238285,31.850164_117.238288,31.85062_117.238484,31.850631_117.238482,31.850791_117.239173,31.85079",辰元小区,117.238857,31.850254
"117.236501,31.891555_117.236452,31.891515_117.236428,31.891441_117.236664,31.890909_117.237377,31.891078_117.237211,31.891683_117.236501,31.891555",辰龙大厦,117.236907,31.891305
"117.308702,31.889212_117.309042,31.8894_117.309371,31.889188_117.309233,31.888914_117.309197,31.888798_117.309007,31.888648_117.308889,31.88859_117.308834,31.888612_117.308747,31.888626_117.308663,31.888622_117.30841,31.888614_117.307939,31.889235_117.308384,31.889497_117.308446,31.889441_117.308508,31.889353_117.308702,31.889212",迎宾花园,117.308671,31.889027
"117.243915,31.809993_117.243919,31.809022_117.24427,31.809028_117.244358,31.809049_117.244434,31.809113_117.244391,31.809995_117.243915,31.809993",近水阁小区,117.244163,31.809508
"117.303739,31.847839_117.30372,31.848181_117.304261,31.848204_117.304227,31.847852_117.303739,31.847839",远大家园,117.303988,31.848022
"117.251089,31.726019_117.251089,31.727164_117.251089,31.727231_117.251092,31.727247_117.251096,31.727254_117.251107,31.727261_117.251124,31.727265_117.251155,31.727267_117.252067,31.727258_117.252338,31.727259_117.252423,31.727266_117.252547,31.727288_117.252726,31.727331_117.252858,31.727377_117.252988,31.727438_117.253073,31.727486_117.253164,31.727551_117.25378,31.728046_117.253797,31.728056_117.253813,31.728061_117.253833,31.728061_117.253852,31.728058_117.253868,31.728053_117.253886,31.728045_117.253922,31.728019_117.254226,31.727841_117.254275,31.727819_117.254324,31.727801_117.254398,31.727777_117.254476,31.727753_117.254554,31.727734_117.254623,31.727722_117.254705,31.727715_117.254823,31.727707_117.255094,31.727704_117.25543,31.727704_117.255451,31.7277_117.255466,31.72769_117.255475,31.727682_117.255483,31.72767_117.255486,31.727658_117.255489,31.72764_117.255487,31.727569_117.255483,31.726428_117.255482,31.7264_117.255478,31.726383_117.255467,31.726365_117.255456,31.726359_117.255443,31.726356_117.255411,31.726353_117.254695,31.726325_117.253796,31.726265_117.252423,31.726131_117.251737,31.726042_117.251707,31.726036_117.251697,31.72603_117.251693,31.726023_117.251686,31.726007_117.251682,31.725954_117.251674,31.725941_117.251665,31.72593_117.251653,31.725922_117.251629,31.725918_117.251405,31.725907_117.251389,31.72591_117.251379,31.725914_117.251373,31.725921_117.251367,31.725933_117.251361,31.725966_117.251357,31.725975_117.25135,31.725978_117.251336,31.725982_117.251315,31.725982_117.251145,31.725976_117.251126,31.725978_117.251112,31.725982_117.251104,31.725986_117.251098,31.72599_117.251092,31.725999_117.251089,31.726019",远大·尚林苑,117.253365,31.726895
"117.296464,31.849975_117.297064,31.849996_117.297059,31.849763_117.297514,31.849776_117.297526,31.849416_117.298215,31.849443_117.298228,31.849208_117.29709,31.849162_117.297071,31.849394_117.296615,31.849381_117.296612,31.849603_117.296479,31.849607_117.296464,31.849975",迪迈达小区,117.297205,31.849536
"117.301457,31.838785_117.301468,31.8388_117.30149,31.838808_117.301521,31.838811_117.304159,31.838892_117.304198,31.838884_117.304228,31.838875_117.304257,31.838854_117.304285,31.838823_117.304301,31.838795_117.304469,31.838299_117.304474,31.838274_117.304469,31.838249_117.304462,31.838228_117.304454,31.838209_117.304102,31.837423_117.303317,31.835913_117.303295,31.835885_117.30327,31.835872_117.303239,31.835865_117.303212,31.835861_117.301676,31.835857_117.301647,31.835862_117.301621,31.835874_117.301607,31.835891_117.301598,31.835917_117.301453,31.838767_117.301457,31.838785",金地·国际城,117.302795,31.837494
"117.246611,31.846345_117.247408,31.846422_117.247483,31.846035_117.249173,31.846304_117.249119,31.846548_117.247907,31.846441_117.247859,31.846796_117.24905,31.846919_117.249103,31.846682_117.250788,31.846937_117.250857,31.846554_117.246679,31.84588_117.246687,31.845773_117.246791,31.844932_117.246797,31.844709_117.246842,31.844436_117.246821,31.844287_117.246335,31.844187_117.246265,31.844695_117.24563,31.844661_117.245579,31.845566_117.245611,31.845618_117.246673,31.845787_117.246611,31.846345",通和·易居同辉北苑,117.248218,31.846651
"117.250166,31.844286_117.248418,31.844187_117.248349,31.844158_117.248309,31.844096_117.248349,31.843034_117.248676,31.843055_117.249194,31.843153_117.249792,31.843396_117.250189,31.843592_117.250166,31.844286",通和易居同辉南苑,117.249183,31.843719
"117.246154,31.842005_117.246447,31.842053_117.247273,31.842112_117.247258,31.842547_117.248265,31.842559_117.248157,31.843905_117.247271,31.843888_117.247285,31.843636_117.24575,31.843544_117.245811,31.841978_117.246154,31.842005",通和易居时代,117.246954,31.842962
"117.201077,31.860631_117.201055,31.86183_117.201341,31.862677_117.202717,31.862903_117.202686,31.863065_117.203771,31.863217_117.203848,31.862396_117.203275,31.860814_117.202937,31.86077_117.202898,31.860913_117.201077,31.860631",通用院北生活区,117.202433,31.861889
"117.250897,31.841158_117.251091,31.84105_117.251117,31.840369_117.250049,31.840367_117.250032,31.841142_117.250897,31.841158",邮政大楼,117.250567,31.840754
"117.281861,31.85307_117.28355,31.853477_117.283665,31.853194_117.284097,31.85332_117.284147,31.853091_117.284495,31.853205_117.284725,31.852576_117.282036,31.851728_117.281919,31.852119_117.28195,31.852441_117.28193,31.852486_117.281739,31.852466_117.281675,31.852791_117.281891,31.852826_117.281861,31.85307",邮电东村,117.283084,31.85267
"117.245305,31.850865_117.245641,31.850907_117.245621,31.850503_117.245564,31.850066_117.245481,31.849784_117.244794,31.849507_117.245048,31.848849_117.245287,31.848099_117.245429,31.84746_117.244508,31.847425_117.244511,31.84756_117.243758,31.84752_117.243766,31.847863_117.243777,31.848189_117.243788,31.848696_117.24379,31.849382_117.243797,31.849449_117.244489,31.849466_117.244535,31.849641_117.24456,31.849674_117.244581,31.849715_117.244769,31.849983_117.244906,31.850059_117.244814,31.850835_117.245305,31.850865",邮电新村,117.244666,31.848883
"117.279723,31.852109_117.280332,31.852252_117.280601,31.851356_117.281329,31.851621_117.281172,31.852934_117.27958,31.852604_117.279699,31.852098_117.279723,31.852109",邮电西村,117.280629,31.852237
"117.244716,31.85039_117.244742,31.850075_117.244536,31.849777_117.244329,31.849765_117.244245,31.850334_117.244716,31.85039",邮电新村幼儿园,117.244648,31.850238
"117.271455,31.889402_117.274108,31.889721_117.274172,31.889668_117.274537,31.887494_117.274486,31.887427_117.272925,31.887421_117.272925,31.887063_117.271978,31.887052_117.271785,31.887182_117.271557,31.888238_117.271326,31.889281_117.271455,31.889402",都市清华,117.272935,31.888419
"117.176563,31.737917_117.177323,31.736659_117.17665,31.73617_117.176425,31.736184_117.176117,31.736761_117.17569,31.737306_117.174884,31.738178_117.174885,31.738302_117.176092,31.738792_117.176563,31.737917",金云国际,117.176155,31.737521
"117.361466,31.870244_117.361493,31.869797_117.360025,31.869736_117.360032,31.869924_117.359536,31.869896_117.359491,31.870537_117.360036,31.87057_117.359992,31.871442_117.360716,31.871544_117.361364,31.871557_117.361466,31.870244",金光苑小区,117.360617,31.870587
"117.361454,31.871563_117.361556,31.870166_117.362339,31.870186_117.362305,31.871592_117.361454,31.871563",新站社区,117.361913,31.870887
"117.317412,31.883291_117.317568,31.883302_117.319008,31.882475_117.318488,31.8818_117.316957,31.882725_117.317415,31.883284_117.317412,31.883291",金兴苑,117.317989,31.882582
"117.209846,31.874063_117.210737,31.874479_117.211496,31.874523_117.211492,31.873827_117.211698,31.873588_117.212849,31.874422_117.21303,31.874277_117.213239,31.872942_117.213062,31.872793_117.212648,31.872811_117.212083,31.872799_117.211566,31.872856_117.211419,31.872965_117.211267,31.873013_117.211114,31.873005_117.210806,31.873178_117.210099,31.873483_117.20939,31.87377_117.209846,31.874063",金凯花园AB区,117.211600,31.873645
"117.209038,31.872466_117.209944,31.872132_117.210842,31.872894_117.210873,31.872973_117.210248,31.873248_117.209607,31.873516_117.209038,31.872466",金凯花园C区,117.209896,31.872802
"117.207379,31.874406_117.206977,31.873554_117.206996,31.873508_117.207076,31.873404_117.207435,31.873194_117.207948,31.872859_117.207991,31.872893_117.208551,31.872627_117.208709,31.872862_117.20916,31.87275_117.209579,31.873497_117.207379,31.874406",安徽省射击运动管理中心,117.20821,31.873474
"117.187497,31.956483_117.187602,31.956532_117.187762,31.956545_117.189443,31.95567_117.188845,31.954791_117.188209,31.953944_117.188009,31.953653_117.187357,31.952929_117.186644,31.952214_117.184945,31.953635_117.186061,31.95491_117.187497,31.956483",金地丽景,117.187188,31.954469
"117.184646,31.954273_117.184739,31.954372_117.184507,31.95453_117.184418,31.954431_117.184646,31.954273",岗集智慧树幼儿园,117.184609,31.954410
"117.300174,31.880491_117.299316,31.880456_117.299295,31.881314_117.299958,31.88135_117.299965,31.881303_117.300216,31.881308_117.300174,31.880491",金地苑(北一环路),117.299746,31.880904
"117.26371,31.984394_117.263714,31.984412_117.263741,31.983604_117.261388,31.98354_117.261361,31.983993_117.261806,31.984302_117.263706,31.984376_117.26371,31.984394",金地雅苑,117.262595,31.983942
"117.246824,31.850405_117.24681,31.850369_117.246791,31.850347_117.246768,31.850336_117.246737,31.850331_117.245731,31.850303_117.245697,31.850301_117.245674,31.850288_117.245661,31.850266_117.245597,31.849879_117.24559,31.849851_117.245573,31.849832_117.245447,31.849741_117.244875,31.849518_117.244855,31.849503_117.244845,31.849484_117.244846,31.849468_117.245205,31.848386_117.245222,31.848373_117.245239,31.84837_117.245599,31.848381_117.245782,31.848474_117.24581,31.848486_117.245838,31.848491_117.246802,31.848542_117.246762,31.8493_117.24677,31.84971_117.246788,31.849728_117.246813,31.849735_117.248205,31.849801_117.248645,31.849816_117.249928,31.849869_117.249999,31.849874_117.250034,31.84988_117.250045,31.849895_117.25005,31.849917_117.250009,31.850383_117.249596,31.850898_117.249376,31.851201_117.249369,31.851223_117.249373,31.851243_117.249386,31.851262_117.249925,31.851557_117.249937,31.851585_117.249929,31.851606_117.249911,31.851628_117.249729,31.851745_117.249397,31.851882_117.249272,31.851911_117.249149,31.851919_117.248946,31.851912_117.248788,31.851893_117.247746,31.851627_117.246605,31.851372_117.246578,31.851357_117.246562,31.851336_117.246557,31.851317_117.246555,31.85129_117.246824,31.850405",万科金域华府(长江西路辅路),117.247531,31.850276
"117.21922,31.840351_117.221312,31.840424_117.221597,31.840166_117.221551,31.838519_117.220076,31.838466_117.220049,31.838949_117.219411,31.838963_117.219274,31.839369_117.21922,31.840351",金大地1912,117.220492,31.839511
"117.2188,31.841376_117.218828,31.840999_117.218895,31.840944_117.218975,31.840926_117.221371,31.840944_117.221491,31.840958_117.221532,31.841001_117.221566,31.841049_117.221588,31.841108_117.221592,31.841485_117.221566,31.842043_117.220574,31.841967_117.2188,31.841376",金大地1912街区西街,117.220383,31.841392
"117.2685,31.962736_117.268561,31.962738_117.268594,31.962736_117.268642,31.96272_117.268677,31.962695_117.268698,31.962666_117.268722,31.962629_117.269671,31.960687_117.269671,31.960662_117.269669,31.960628_117.269653,31.960603_117.269634,31.960573_117.269615,31.960557_117.269586,31.960539_117.26714,31.959654_117.267092,31.959654_117.267044,31.959663_117.266998,31.959679_117.266966,31.959699_117.266934,31.959733_117.266028,31.961698_117.266028,31.961732_117.26603,31.961761_117.266044,31.961791_117.26606,31.961814_117.266084,31.961836_117.2685,31.962736",金大地·翡翠公馆,117.267839,31.961192
"117.2734,31.838162_117.274298,31.838187_117.274387,31.836649_117.273631,31.836621_117.273505,31.836656_117.273381,31.836785_117.273336,31.838109_117.2734,31.838162",金安花园(宿松路),117.273856,31.837404
"117.265428,31.889644_117.26661,31.889448_117.267203,31.889394_117.267729,31.889398_117.267694,31.890341_117.267278,31.890364_117.266844,31.890491_117.26635,31.890787_117.266012,31.890906_117.265701,31.891024_117.265529,31.891088_117.26536,31.891103_117.265258,31.891093_117.265221,31.890995_117.265347,31.889728_117.265428,31.889644",金宏美仑豪庭,117.266391,31.890128
"117.275269,31.857842_117.275337,31.857348_117.275876,31.857437_117.275829,31.857844_117.275742,31.857877_117.275269,31.857842",九州大厦(金寨路),117.27557,31.857626
"117.271963,31.847548_117.272212,31.847395_117.272216,31.847363_117.272426,31.847223_117.272438,31.847143_117.272372,31.847062_117.272269,31.847111_117.272185,31.846988_117.271992,31.847079_117.271935,31.847168_117.271864,31.847204_117.271955,31.847332_117.27184,31.847393_117.271963,31.847548",同庆楼(金屯店),117.272121,31.847251
"117.288048,31.882027_117.288017,31.881639_117.288468,31.881627_117.288485,31.881947_117.288405,31.882086_117.288048,31.882027",金山名苑,117.288257,31.881841
"117.219229,31.855768_117.220329,31.855461_117.21996,31.854913_117.219855,31.85487_117.219027,31.8551_117.219229,31.855768",金徽阳光100,117.21963,31.855308
"117.307654,31.822709_117.307792,31.82274_117.307924,31.822743_117.310057,31.821881_117.310317,31.821758_117.309657,31.820923_117.308277,31.821195_117.306921,31.821506_117.307654,31.822709",金悦领地,117.308574,31.821779
"117.340322,31.886957_117.340326,31.886754_117.34044,31.886762_117.342046,31.886758_117.342047,31.887616_117.34139,31.887619_117.341127,31.887641_117.340939,31.887719_117.340783,31.887837_117.340521,31.888065_117.340462,31.888122_117.340386,31.888115_117.340358,31.888062_117.340322,31.886957",金成港湾,117.341117,31.887264
"117.190641,31.945568_117.190113,31.94493_117.191161,31.944161_117.191371,31.944083_117.19165,31.944076_117.19228,31.944231_117.192317,31.944331_117.192291,31.944431_117.192478,31.944491_117.192199,31.945287_117.191963,31.945726_117.191837,31.945833_117.191768,31.945888_117.191164,31.945911_117.190966,31.945872_117.190641,31.945568",金明花园小区,117.191384,31.944982
"117.192822,31.949031_117.193058,31.949262_117.193318,31.949546_117.194066,31.949148_117.194799,31.948762_117.194778,31.948421_117.194741,31.947931_117.194706,31.947233_117.194666,31.946578_117.194659,31.94638_117.194471,31.946318_117.193947,31.946733_117.193242,31.947297_117.192755,31.947693_117.192744,31.947713_117.192867,31.947877_117.193082,31.948017_117.193158,31.948032_117.193238,31.948115_117.192763,31.948583_117.192783,31.948597_117.192708,31.948677_117.192725,31.948725_117.192673,31.948782_117.19276,31.949043_117.192822,31.949031",岗集镇金明花园2期,117.193853,31.948038
"117.193549,31.953461_117.192894,31.95259_117.192771,31.952649_117.192714,31.952656_117.192704,31.952656_117.192221,31.951978_117.19217,31.952016_117.19192,31.951716_117.190786,31.952371_117.190754,31.952433_117.190754,31.952481_117.190764,31.952535_117.191258,31.953154_117.191969,31.954094_117.19203,31.954133_117.192081,31.954144_117.192106,31.954149_117.192218,31.954149_117.193549,31.953461",岗集镇金明花园3期,117.192097,31.952975
"117.195697,31.779871_117.195709,31.780922_117.195716,31.781985_117.195719,31.78201_117.195727,31.78203_117.195746,31.782053_117.195779,31.782073_117.195817,31.782088_117.195849,31.782094_117.195876,31.782098_117.195903,31.782099_117.196051,31.782098_117.200238,31.782122_117.200261,31.782117_117.200273,31.782109_117.200279,31.782098_117.200288,31.782077_117.200291,31.782063_117.200291,31.781978_117.200291,31.781005_117.200281,31.780146_117.200287,31.779765_117.200285,31.779731_117.200279,31.779704_117.200269,31.779682_117.200253,31.77966_117.200234,31.779642_117.200216,31.779631_117.200198,31.77962_117.200177,31.779616_117.200157,31.779615_117.200044,31.779613_117.198925,31.779627_117.197288,31.779643_117.195876,31.779644_117.195829,31.779644_117.195801,31.779648_117.195782,31.779652_117.195754,31.779661_117.195732,31.779674_117.195711,31.77969_117.195701,31.779705_117.195695,31.779725_117.195697,31.779871",金星家园,117.198007,31.780871
"117.202655,31.776772_117.202524,31.776609_117.202534,31.776072_117.203272,31.776074_117.203444,31.776207_117.203436,31.77678_117.202655,31.776772",金星·翡翠湖SOHO城,117.202985,31.776425
"117.240724,31.850491_117.240736,31.850789_117.241335,31.850799_117.241495,31.850722_117.241495,31.849562_117.240712,31.849566_117.240724,31.850491",金枫苑(青阳路),117.241107,31.850173
"117.33242,31.856998_117.332528,31.857579_117.335068,31.856903_117.33499,31.85667_117.33242,31.856998",金桂园(东二环路),117.333574,31.857073
